nombre_empresa,rut,confianza_rut,telefono,email,instagram,facebook,tiktok,otras_redes,rubro,comuna,region,direccion,tiene_sitio_web,confianza_overture,fuente
Multiservicios Securityboom,77.776.415-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942846600,accessoryboom@gmail.com,,https://www.facebook.com/334690503066633,,,automotive repair,Rancagua,,Avenida Cachapoal 45,no,0.456,https://explore.overturemaps.org/#6d1a15b3-5854-4784-9575-2e64679c149e
Security Boom,77.251.472-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722971484,accessoryboom@gmail.com,,https://www.facebook.com/103499405943460,,,corporate or business office,Rancagua,,Avenida Cachapoal 45,no,0.408,https://explore.overturemaps.org/#d78e97da-5f18-489b-8e03-2606d84ecb73
Hair British Studio,77.163.524-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948847270,elbarberodani@icloud.com,,https://www.facebook.com/353143818676931,,,barber,Rancagua,,O'Carrol 560,no,0.497,https://explore.overturemaps.org/#75ac3cff-d74f-4bde-b96d-21e551152a10
Constructora POC,77.436.323-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992962059,proyectos.constructoracmc@gmail.com,,https://www.facebook.com/110543313795734,,,building or construction service,Rancagua,,Calle Oficiales Gamero 629,no,0.16,https://explore.overturemaps.org/#7c56fa35-d20b-4a09-9c89-3be0e9af9094
CELL MEDIC,77.025.325-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994599165,info@cellmedic.cl,,https://www.facebook.com/113861828406625,,,mobile phone store,Rancagua,,Calle Oficial José Manuel Astorga 126,no,0.437,https://explore.overturemaps.org/#3fcfa2b5-46f8-4d4e-b6e1-a31191411220
Ferreauto SPA,77.126.156-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56933101945,inversionestymspa@gmail.com,,https://www.facebook.com/100548351632528,,,hardware store,Rancagua,,Calle Carrera Pinto 1059,no,0.907,https://explore.overturemaps.org/#605db078-ff98-4815-bd2d-eb96cd45c86b
Garage Vera Cars e Hijos,77.544.635-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986932139,veracars.garage@gmail.com,,https://www.facebook.com/101755038634144,,,auto detailing,Rancagua,,Calle Carrera Pinto 1059,no,0.914,https://explore.overturemaps.org/#a3ed346d-d6cc-40bd-80ba-3fbb62f1c955
Botillerìa Los Boca Seca,77.168.341-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998416239,botillerialosbocaseca@gmail.com,,https://www.facebook.com/101974841994327,,,liquor store,Rancagua,,Calle El Molino 1795,no,0.576,https://explore.overturemaps.org/#c7560702-618f-4f27-8829-106d4b2cb6fe
Centro Integral Nenúfar,77.370.604-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930563180,nicoleyoselin@gmail.com,,https://www.facebook.com/495461647307461,,,health care,Rancagua,,Calle Hermano Francisco de Asís 2345,no,0.188,https://explore.overturemaps.org/#50037187-338f-44b5-b12f-1257e4a05d85
Zeta Grill,77.668.827-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56935771931,zetagrill@gmail.com,,https://www.facebook.com/107769781508952,,,food delivery service,Rancagua,,Av Rio Loco con Calle Rio loco Interior,no,0.75,https://explore.overturemaps.org/#24726747-a213-42ce-9f54-f722763c6924
FASA carniceria SPA,77.905.021-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56938864639,fasacarniceria0808@gmail.com,,https://www.facebook.com/253547151177720,,,butcher shop,Rancagua,,flor de las nieves 3101,no,0.627,https://explore.overturemaps.org/#0bce9a8b-f68b-45d2-a1f7-7e18433793c6
The Rocko´s Store,77.887.636-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968493269,crirojas@gmail.com,,https://www.facebook.com/269352419588503,,,pet store,Requínoa,,Calle Pablo Rubio 332,no,0.45,https://explore.overturemaps.org/#33b6b792-dff7-423d-8503-1bb4ac997d04
Funeraria Santa Rosa,77.651.494-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999493252,gallardomirian@gmail.com,,https://www.facebook.com/1847197625395448,,,funeral service,Requínoa,,Calle Comercio 111,no,0.959,https://explore.overturemaps.org/#ece38cb4-5829-4f2b-b316-00b28e1ad606
CMVC Ingenieria SPA,77.800.327-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998012489,cmvcingenieriaspa@gmail.com,,https://www.facebook.com/290826000779679,,,industrial company,Requínoa,,Calle Araucaria 3,no,0.265,https://explore.overturemaps.org/#650629e1-9071-4819-beda-09a04f9e194a
Don sushi,78.057.788-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56938629807,donsuchidiosesamor@gmail.com,,https://www.facebook.com/279826255208458,,,sushi restaurant,Rancagua,,Pasaje Combarbalá 2982,no,0.535,https://explore.overturemaps.org/#3d419ae5-8c88-4a87-82a8-ec747d809d0d
Turismo Arros SPA,77.436.122-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974897400,arrosviajes@gmail.com,,https://www.facebook.com/105611798883850,,,tour operator,Rancagua,,Trapiche 3320,no,0.591,https://explore.overturemaps.org/#cd6a2d2b-be81-4e54-84ca-ff2e17623ca8
JPM Confecciones,77.195.899-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967141721,ventas@jpmconfecciones.cl,,https://www.facebook.com/103997838149918,,,clothing company,Graneros,,Villa el roble psj Los mañios 58 Graneros,no,0.336,https://explore.overturemaps.org/#a843e47f-1eb4-4467-a42e-caa35defc073
Carokokedama,77.761.559-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56948689779,carolinarojasolmedo@hotmail.com,,https://www.facebook.com/105953615180293,,,arts crafts and hobby store,Graneros,,"Graneros, Libertador Gral. Bernardo O'Higgins, República de Chile",no,0.244,https://explore.overturemaps.org/#5ae27792-ec3c-48f5-8087-519d7392ac71
Chalichen Spa,77.448.077-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968354676,chalichen.spa@gmail.com,,https://www.facebook.com/100130652284698,,,spa,Graneros,,Santa Julia 113,no,0.282,https://explore.overturemaps.org/#d955e853-520d-44c3-97a1-1c23de6100a8
JEV LED Tecnologia,77.099.487-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953930408,jevledtecnologia@gmail.com,,https://www.facebook.com/907650792944478,,,lighting store,Graneros,,Calle Zocima Barrera 771,no,0.363,https://explore.overturemaps.org/#49d6579a-f0fd-46be-8889-e2d3c79a7095
Taller Weichafe,77.317.285-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942974766,contacto@tallerweichafe.cl,,https://www.facebook.com/1951221361872396,,,freight and cargo service,Rancagua,,Calle Juan Antonio Ríos 1196,no,0.539,https://explore.overturemaps.org/#9bf768d0-cf7b-472a-a572-ae8154e32412
Multiservicios Centigrado,77.099.862-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992724652,centigradomultiservicios@gmail.com,,https://www.facebook.com/192387847292264,,,public utility,Rancagua,,El trapiche 3320,no,0.609,https://explore.overturemaps.org/#845af82f-f8d6-46a8-8c7f-b8f6e1ed338a
Alameda Comercializadora,77.158.064-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722642586,alamedacomercializadora@gmail.com,,https://www.facebook.com/101098864937255,,,food beverage distributor,Rancagua,,"ALAMEDA D&P, Avenida San Martín 81",no,0.601,https://explore.overturemaps.org/#7c99e0cc-815d-4ac2-ac5f-9a270a110669
Todo bebé y mamá,77.201.411-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982056155,todobebeylenceria@gmail.com\n,,https://www.facebook.com/100162581861328,,,clothing store,Rancagua,,"Santa María 332 local 175, Sta. María 328, local 162",no,0.631,https://explore.overturemaps.org/#933be00e-ee0f-4d45-81be-cd2812ec0b09
jr import spa,77.359.928-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982741024,jrimportspa@gmail.com,,https://www.facebook.com/102178142306309,,,auto parts store,Rancagua,,Calle Carrera Pinto 1059,no,0.473,https://explore.overturemaps.org/#0d6891a6-481a-46db-9e6d-255b762a54a6
Óptica González Spa,77.873.315-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956321031,opticagonzalezspa@gmail.com,,https://www.facebook.com/221521117711445,,,eyewear store,Rancagua,,Avenida Brasil 850,no,0.583,https://explore.overturemaps.org/#e2c0cb99-557a-460b-930f-a3bc2d92b71e
Central Automotriz,77.925.641-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722220396,centralautomotriz@gmail.com,,https://www.facebook.com/816779415089953,,,event or party service,Rancagua,,Calle Rubio 239,no,0.736,https://explore.overturemaps.org/#2a58e49c-68e7-42c2-824f-392dcc1e0635
Soldarte,77.387.495-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56957409936,luisisrael17520@gmail.com,,https://www.facebook.com/1507186989564885,,,metal fabricator,Rancagua,,Av presidente Salvador Allende 131 Rancagua,no,0.273,https://explore.overturemaps.org/#69066df3-8e26-485d-a3a6-235530c4cbb0
Remolques Metal,77.550.761-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961031811,remolquesmetal35@gmail.com,,https://www.facebook.com/105549525247761,,,manufacturer,Rancagua,,Calle Rubio 35,no,0.801,https://explore.overturemaps.org/#46c92c77-17c5-4238-a83d-3f27df58fed7
Carolina Outlet,78.077.258-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56979939497,carolinaoutlet2018@gmail.com,,https://www.facebook.com/100511902404995,,,hair supply store,Rancagua,,San Rafael 0604,no,0.126,https://explore.overturemaps.org/#c2e1bc8e-a7a6-4c06-a62a-4615acdade05
fabrica de rubias,77.191.697-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967053204,doblecuesta@gmail.com,,https://www.facebook.com/1808249656172208,,,beauty salon,Rancagua,,"Avenida República de Chile 941, 2820000 Rancagua, Libertador Gral. Bernardo O'Higgins, Chile",no,0.814,https://explore.overturemaps.org/#c1095295-82e7-4758-b85e-9670037e1226
Audiobalance Spa,78.020.857-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999705382,audiobalance.rancagua@gmail.com,,https://www.facebook.com/472245259295476,,,health care,Rancagua,,"San Lucas, Avenida Libertador Bernardo O'Higgins 560",no,0.284,https://explore.overturemaps.org/#9dcabf72-8c3e-4d02-9c88-06c0d013a642
Sapito Azul After School,77.495.471-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930088460,sapitoazulaftherschool@gmail.com,,https://www.facebook.com/1109221308945581,,,school,Rancagua,,Avenida España 81,no,0.272,https://explore.overturemaps.org/#7ea57c86-04ba-4f19-a8a8-0f67324cd4df
Reencuentro Restaurant,78.413.389-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722758782,reencuentrorestorant.rgua@gmail.com,,https://www.facebook.com/218562961515614,,,restaurant,Rancagua,,Calle Teniente Coronel J. Bernardo Cuevas 689,no,0.97,https://explore.overturemaps.org/#1e95538b-842d-4b3e-a722-b59bcd57c46c
Grupo Soluciones Jurídicas,77.392.628-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56972942248,rancaguaasesoriasjuridicas@gmail.com,,https://www.facebook.com/108392504357011,,,legal service,Rancagua,,Calle Teniente Coronel J. Bernardo Cuevas 765,no,0.229,https://explore.overturemaps.org/#08890539-bea8-4e65-b9df-8c018dfa17ec
Urban Greys,77.930.359-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56947772000,aymaramaureen@gmail.com,,https://www.facebook.com/107061110699842,,,womens clothing store,Rancagua,,Paseo Independencia 634,no,0.898,https://explore.overturemaps.org/#d2de6672-c99d-48a1-bde7-fafab37c3b9d
Óptica Escobedo,77.974.664-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942088389,optica.escobedo292@gmail.com,,https://www.facebook.com/374668435721256,,,eyewear store,Rancagua,,Calle Oficial José Manuel Astorga 361,no,0.867,https://explore.overturemaps.org/#1ca61d39-e405-4690-b098-1bd95700c23e
Óptica Espannia,77.573.957-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942135867,opticas_espannia@live.cl,,https://www.facebook.com/103851465435262,,,eyewear store,Rancagua,,Calle Teniente José y Manuel Campos 489,no,0.641,https://explore.overturemaps.org/#ea2be59d-9eaf-4176-9ca0-03be5cffc89c
Óptica Falconi SpA,77.480.572-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56981542227,opticafalconi@gmail.com,,https://www.facebook.com/105281778658979,,,eyewear store,Rancagua,,Calle Oficial José Manuel Astorga 215,no,0.276,https://explore.overturemaps.org/#9e34f965-5ffe-440e-9534-3abd7f046e8d
PaulyJowell,77.513.229-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56993893720,tiendapaulyjowell@gmail.com,,https://www.facebook.com/392749401117955,,,womens clothing store,Rancagua,,Calle Germán Riesco 317,no,0.55,https://explore.overturemaps.org/#8b634de1-f0a6-442c-8751-2021f0fd7141
P&D Aesthetics House,78.361.999-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961002359,damaryslinarespeluqueria@gmail.com,,https://www.facebook.com/101382135783242,,,hair salon,Rancagua,,Alkazar 250,no,0.285,https://explore.overturemaps.org/#c3f7f536-264e-4d0a-ad8f-71a8c771bbfe
La Nueva Esquina,77.380.036-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56722907286,jlenciza@hotmail.com,,https://www.facebook.com/426828124804118,,,argentine restaurant,Rancagua,,Cáceres 24,no,0.789,https://explore.overturemaps.org/#dc3bb9f6-8ba2-498c-976e-37586c1fd7ae
Salita TO rancagua,77.690.173-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950166139,michellesilva.as@gmail.com,,https://www.facebook.com/110610416968659,,,physical therapy,Rancagua,,Calle Teniente Coronel J. Bernardo Cuevas 045,no,0.554,https://explore.overturemaps.org/#7c962604-2eea-432f-8f28-ff256fe0849a
Aire control,77.780.291-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56935227182,airecontroltda@gmail.com,,https://www.facebook.com/102981209490538,,,hvac service,Rancagua,,Rancagua,no,0.144,https://explore.overturemaps.org/#acc22116-4409-4a2e-ae0a-aada0528662a
Comercial Food Frozen SpA,77.329.704-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56947089872,foodfrozenrancagua@gmail.com,,https://www.facebook.com/112917730884109,,,grocery store,Rancagua,,RANCAGUA � CHILE,no,0.581,https://explore.overturemaps.org/#3912ba00-bf74-4a29-8a32-f48625e5f086
liquidadora el almacenero,77.757.436-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930345067,jgalarce.ulare@gmail.com,,https://www.facebook.com/103846542715989,,,grocery store,Rancagua,,Avenida Illanes 1031,no,0.528,https://explore.overturemaps.org/#198fb0cf-32df-487b-a3ae-c6c9086267df
Emporio Dublin Nuts,78.132.369-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56933827279,felipe.andres.guajardo@gmail.com,,https://www.facebook.com/575658115635364,,,produce store,Rancagua,,"Avenida República de Chile 471, 2820000 Rancagua, Libertador Gral. Bernardo O'Higgins, Chile",no,0.292,https://explore.overturemaps.org/#499b12d4-1871-4400-9c3a-e07c188e6131
Alu Pets,77.928.393-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56947557724,contacto@alupets.cl,,https://www.facebook.com/276052325596376,,,,Rancagua,,Calle Pintor Gustavo Cabello Olguín 780,no,0.649,https://explore.overturemaps.org/#05bd7691-9ac1-4c0f-b3a7-f0807a3df9d1
Carniceria La Economia,77.308.345-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56937502137,carnicerialaeconomialacruz@gmail.com,,https://www.facebook.com/100242355546209,,,grocery store,Rancagua,,la cruz con av el sol,no,0.851,https://explore.overturemaps.org/#7682fca4-f3ef-4fe3-aeb9-619b50f342ef
Isamotors Ohiggins,77.610.318-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56971333979,isamotors2021@hotmail.com,,https://www.facebook.com/108668297950129,,,motorcycle dealer,Rancagua,,Avenida La Victoria 0116,no,0.857,https://explore.overturemaps.org/#2ec097ac-186d-4065-80cc-bd829f18edfb
El Rancho De EYRA,78.421.583-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56931058625,elranchodeeyra@gmail.com,,https://www.facebook.com/1142646742269087,,,,Rancagua,,Rancagua parque nacional tolhuaca 2767,no,0.141,https://explore.overturemaps.org/#dbd99458-0f4c-41c8-b70d-22076a0363c3
Empanadas caseras donde la Ingrid,77.988.162-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56973596414,ingrid.saaanchez@gmail.com,,https://www.facebook.com/107334967629867,,,food delivery service,Rancagua,,Poblacion Santa Filomena - Pje. Dos 0235,no,0.491,https://explore.overturemaps.org/#6d28b77e-7169-466f-a309-e9891b690c11
Disfraces SOL,78.416.335-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56920068966,sol.22.espinoza@gmail.com,,https://www.facebook.com/403997020184683,,,costume store,Rancagua,,Pasaje Quince 1483,no,0.099,https://explore.overturemaps.org/#4b7d9b80-72f8-4b34-99b7-5f6dbcfa162b
Biodrywash,78.246.539-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950192633,contactobiodrywash@gmail.com,,https://www.facebook.com/1797831860445756,,,auto detailing,Rancagua,,Avenida Bombero Villalobos 1049,no,0.518,https://explore.overturemaps.org/#ae21347f-bbb3-4fa5-87ea-98e840d6daa5
La gruta 0018 international,77.771.309-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986127115,jennyluis0018@gmail.com,,https://www.facebook.com/282345838773503,,,automotive repair,Rancagua,,Avenida Santa María 145,no,0.564,https://explore.overturemaps.org/#92223b91-a5cc-4d5d-bdf2-70d252f74ffa
